roles,url,questions,answers
Product Manager,https://www.indeed.com/hire/interview-questions/product-manager?hl=en&co=IN,"How would you describe our product to someone who wanted something similar, only $20 cheaper?","This question checks that the candidate has researched your products and knows enough to speak about them with familiarity. It also gives you real-time insight into the candidate’s communication and prioritization skills. What to look for in an answer:
User testimonials
Specific product features
Cost-benefit overview
 
Example: 
“For only $20 more, you get at least $100 more worth of features with this product. For example, it syncs to your smartphone, computer and other devices to save you a lot of time and hassle. Our users also say that they love the ability to control it when they’re at home or on vacation. Also, they rarely have to contact customer support for help with an issue.”"
Product Manager,https://www.indeed.com/hire/interview-questions/product-manager?hl=en&co=IN,We’re about to roll out the successor to our most well-known product. How would you position the legacy product so that it continues to sell well?,"With this question, you get to see the candidate’s thought process and how technical and soft skills are combined. What to look for in an answer:
Practical solution
Knowledge of consumer practices
Understanding of targeted consumers
 
Example: 
“I would lower the price so that you’re able to reach the budget-conscious consumers who make up about 30 percent of your base. The new product would appeal more to consumers who prioritize having something more recent and advanced.”"
Product Manager,https://www.indeed.com/hire/interview-questions/product-manager?hl=en&co=IN,"How do you manage a new product launch? What tactics, strategies and processes do you use?","You want a candidate who launches a product with teamwork and a schedule in mind. A candidate who replies in generalities is one to approach with caution. What to look for in an answer:
Team effort
Mention of timeline
How progress is tracked
 
Example: 
“I develop a launch plan based on input from teams such as support, testing and product management. I also seek advice from key stakeholders when setting a schedule with dates and deliverables. I hold weekly meetings as the launch date approaches to ensure everything is on track. I also check that we’re staying on track by continuing to design and market the product toward the right audience.”"
Product Manager,https://www.indeed.com/hire/interview-questions/product-manager?hl=en&co=IN,Take a typical day in your life as a product manager. What’s something you would perhaps prefer to skip?,"The question checks that your values align with those of your candidate. For example, if your company prioritizes teamwork but the candidate names collaboration as something to skip, that could be an issue. What to look for in an answer:
A true answer, no “there is nothing to skip”
Supporting details
Cultural fit
 
Example: 
“Having to document extensively is something I think any product manager would like to skip sometimes. It’s a vital process, of course, and something I never do hold back on. Working with customers and developers and meeting deadlines is what I particularly enjoy, so the paperwork side feels slow in comparison.”"
Product Manager,https://www.indeed.com/hire/interview-questions/product-manager?hl=en&co=IN,How do you know when a product is designed well?,"Not everyone agrees on what good product design means. Maybe your company prioritizes some factors over others, and your candidate should be on the same page. What to look for in an answer:
Fit with your priorities
Logical answer
Explanation of the why
 
Example: 
“A product is well-designed when it’s simple, intuitive and promises what it delivers. Consumers should be able to use it out of the box without thumbing through a hundred pages in a manual. Plus, a well-designed product today should be environmentally friendly. I shouldn’t be able to notice a waste of resources such as excessive packaging.”"
Product Manager,https://www.indeed.com/hire/interview-questions/product-manager?hl=en&co=IN,What would you improve about our product?,"This is another question that examines how well the candidate knows your company. You want to bring aboard professionals who took the time to learn about your product(s) and who can think critically about it. What to look for in an answer:
Pros of the execution/example of something that succeeded
Something that didn’t go well
Logical answer
 
Example: 
“Yes, you did a creative job of executing your product. I especially enjoyed the video that went viral and the buildup to the product reveal. One thing I would change would be to narrow the focus of the product. It wasn’t clear if it was meant for parents or children.”"
Product Manager,https://www.indeed.com/hire/interview-questions/product-manager?hl=en&co=IN,What technical skill do you have that sets you apart as a product manager?,"You likely want a product manager who is especially good at something, whether it is data collection, interactive prototyping, coding, analytics or another area. This question ensures that your teams remain well-balanced. What to look for in an answer:
Example of a useful skill
How it has helped in the past
Results obtained from the skill
 
Example: 
“I’m an expert at A/B testing. Because of my knowledge of analytics and statistical significance, I was able to determine that ideas for a previous product launch were likely based on chance. I devised a new test, got it approved by the product manager, and with the variables better controlled for, we got an in-depth understanding of our customers’ pain points. The product launch went on to be one of the company’s most successful.”"
Product Manager,https://www.indeed.com/hire/interview-questions/product-manager?hl=en&co=IN,How do you determine which features you should add to your product?,"Product managers should have extensive knowledge of their users' needs to design features and products that appeal most to their customers. The most effective way for them to come up with features that will benefit users is to have a strategy for researching their users and determining their needs. Look for a candidate who provides a clear strategy for studying user insights and applying them to their feature and updates list. 
The candidate's answer should emphasize:
Research and analytical skills 
Familiarity of common frameworks to determine users' needs 
Clear strategy for applying feedback and data to their updates and additional features 
An answer to this question could look like this:
 
Example: 
""When I'm determining which additions to add to a product, I'll typically start by conducting research on our current users. I'll review insights to determine which features they're currently using the most and will determine what type of updates I can add to make that specific feature more enjoyable for them. Another method I use is reviewing the comments and feedback that users will leave on our software or the input they provide our sales or customer service teams. I'll use these to determine what can be added to enhance they're overall experience."""
Product Marketing Manager,https://www.indeed.com/hire/interview-questions/product-marketing-manager?hl=en&co=IN,What is your approach for sizing a market to see if it might be profitable for the company?,"Your product marketing manager will be in charge of really understanding the products that your company has to offer and how they can be most effectively sold to customers. As such, the manager will be the other teams’ go-to person for market trends and understanding of whether or not a market has the necessary customer interest in the item that your business has to offer. Your candidate should have a clear approach to how they delve into target markets.
What to look for in an answer:
Logical approach to sizing a market
Strong grasp of numbers
Clear business acumen pertaining to possible opportunities for market entry
 
Example: 
“I’d size the market by using data on population density, consumer preferences and purchasing power to determine whether or not our company might be able to turn a profit.”"
Product Marketing Manager,https://www.indeed.com/hire/interview-questions/product-marketing-manager?hl=en&co=IN,How do you narrow in on the best target consumer sector for your products?,"Depending on the focus of your organization, the products that you offer may not be applicable to all segments of the population. Some items might be specifically focused on certain regions or age groups, and it will be your product marketing manager’s job to identify the best segment of the population to target in the advertising campaign. This will help focus the marketing efforts and increase product adoption, which will help increase sales and reduce the costs that come with ineffective sales strategies.
What to look for in an answer:
Outlines a clear strategy for narrowing down the target consumer base
Strong marketing background
Business acumen
 
Example: 
“I first analyze the product and the problem that it solves. Then, I dive into user data to see which consumers would benefit the most from the product and have the spending power to purchase it.”"
Product Marketing Manager,https://www.indeed.com/hire/interview-questions/product-marketing-manager?hl=en&co=IN,What is a product that you enjoy using that you think has a weak marketing campaign? How would you change it?,"Marketing campaigns can make or break the success of a product, so it is imperative that your company’s product marketing manager is able to draw inspiration from a variety of sources. In particular, failed marketing campaigns can be especially informative, and your candidate should have the creativity to see how he or she can improve the situation if the product was under their management.
What to look for in an answer:
Chooses a product and explains why the existing campaign is ineffective
Provides a clear strategy for improving the campaign
Strong business acumen and creativity
 
Example: 
“I really like Subaru’s Forester, but I think they are missing a whole segment of the market. I would focus in on the safety afforded by AWD technology and market to more women.”"
Product Marketing Manager,https://www.indeed.com/hire/interview-questions/product-marketing-manager?hl=en&co=IN,"Your development team has a new product, but you think the market is too saturated for it to be profitable. What do you do?","Many organizations put a lot of effort into research and development but forget to consider the consumer perspective. This may result in situations where a lot of time, energy and money has been put into developing a new product with a limited sales outlook. Your product marketing manager will be in charge of bringing this item to consumers but will need to be up front about the financial prospects of the good or service.
What to look for in an answer:
Clear response to the situation
Outlines a strategy for dealing with internal management
Gives a plan for marketing under such circumstances
 
Example: 
“I would analyze the data and present the finance and product teams with a clear market estimate so that they have a strong understanding of how profits would look.”"
Product Marketing Manager,https://www.indeed.com/hire/interview-questions/product-marketing-manager?hl=en&co=IN,Your finance team wants to increase the price of one of your products. How do you tell your customers without alienating them?,"None of your organization’s consumers will like being hit with a price increase, but oftentimes, business realities will require your company to do so regardless. Your product marketing manager will be dealing directly with customer reactions and should be able to handle the situation with a clear strategy whether that is communicating to customers the reasons why the same product now costs more or focusing on new improvements that justify a higher price.
What to look for in an answer:
Clear strategy for communicating price increase
Strong communication skills
Creative approach to problem-solving
 
Example: 
“I would first understand why the company is increasing prices and explain to customers that our costs increased or the product is providing more value in other ways.”"
Product Marketing Manager,https://www.indeed.com/hire/interview-questions/product-marketing-manager?hl=en&co=IN,How do you measure success in a product launch?,"Product marketing managers must effectively market new and updated products for consumers in a way that is measurable. When interviewing potential product marketing managers, it's vital you ask them about the metrics and strategies they use to evaluate the success of a launch over the short- and long-term. 
A strong candidate response should include: 
Reference to specific KPIs and metrics
An example of a past product launch
Potential metrics for this company 
A good answer might reflect this example: 
 
Example: 
""Data is absolutely the best way to see if a launch was successful or not. The metrics I choose to use depend on the type of product and type of launch we're undertaking. For example, in the past I did a launch of a brand new product. I tracked the social engagement versus the actual number of purchases before and after the launch to see how effective our online strategies were. I would take a different approach if we were relaunching an existing product since the marketing campaign would differ substantially."""
Production Assistant,https://www.indeed.com/hire/interview-questions/production-assistant?hl=en&co=IN,Why do you want a career as a video production assistant?,"The applicant should reveal their value to the employer with their skills and abilities. It helps you determine what drove them to enter film or video production. If they don’t volunteer a specific event that spurred their interest in film and video, prod them for this personal anecdote. The event and its context give insight into their career motivation.
What to look for in an answer:
Share a personal anecdote
Discuss career goals
Discuss creativity and organization
 
Example: 
“My childhood enjoyment of attending films at the theater with my mother led me to want to become of making that magic. I’m applying for this entry level position so I can begin learning production firsthand. My goal is to spend a few years learning at the most basic level and move my way up the production chain.”"
Production Assistant,https://www.indeed.com/hire/interview-questions/production-assistant?hl=en&co=IN,What responsibilities have you had in past production assistant positions?,"This question helps you determine the applicant’s actual understanding of the job. Many people think that every position on the film set is glamorous, and those who work in the film industry know that a production assistant must work hard and be responsible for multiple tasks. This ensures they know that they’ll be working long hours in rain, sleet, snow, cold, heat and mostly standing. It ensures that they know the proper hierarchy of management.
What to look for in an answer:
Show awareness of actual work conditions
Communicate willingness and ability to work as a team member
Willingness to put in long hours
 
Example: 
“I have worked as a production assistant in an entry level position, and I essentially answered to the entire crew, but I specifically answered directly to the second-second assistant director. I was responsible for everything from getting coffee to finding umbrellas for the crew and actors. In this position, I had to stand for long periods, run errands in any weather and worked long hours.”"
Production Assistant,https://www.indeed.com/hire/interview-questions/production-assistant?hl=en&co=IN,What was your typical workday like as a production assistant?,"While you may decide to hire an individual with little experience, you need to know that they are aware of what the job entails. This question ascertains their knowledge of a film or video set. They should discuss picking up and distributing sides, transportation, extras, the craft table and set lingo.
What to look for in an answer:
Scripts/sides
Scheduling
Managing extras
 
Example: 
“I’d hit the set, check in with the second-second assistant director and pick up sides. After nabbing a grab-and-go breakfast from craft, I’d meet with extras while distributing sides to the grip. I’d help the extras with their paperwork and find out my assignment for the day. My experience leans toward working in the lock-up position.”"
Production Assistant,https://www.indeed.com/hire/interview-questions/production-assistant?hl=en&co=IN,You’re provided with a list of 20 different items to procure for the five principal actors and actresses in a production.How would you handle finding the items overnight to be ready for production start at 5 a.m.?,"This question helps you determine their planning and organization skills. It also determines how they handle pressure under tough time constraints.
What to look for in an answer:
Organizational skills
Retail knowledge
Handling pressure
 
Example: 
“I’d use mapping software to determine the closest retail outlets to the set. I’d compare their inventory with the listed needs using their websites. Then I would plan my route and shop the stores in the order they occurred. Once completed, I’d return to the set so that I could give props the items before the deadline."
Production Assistant,https://www.indeed.com/hire/interview-questions/production-assistant?hl=en&co=IN,Can you tell me how you deal with high-pressure situations?,"This question lets you know the applicant’s ability to handle stress and their coping techniques. They should exhibit planning skills, good time management and flexibility.
What to look for in an answer:
Planning and organization skills
Time management
Stress coping techniques
 
Example: 
“I plan things out in advance, adhering to time management techniques that help me maximize my time. I’m very organized. When something comes up, I use the flexibility I built into my schedule to accommodate it. I run and do yoga to alleviate stress when I’m not working.”"
Production Assistant,https://www.indeed.com/hire/interview-questions/production-assistant?hl=en&co=IN,How do you make sure you are efficient at work and maximize time?,"A candidate's response to this question can help you determine their priorities at work and their organizational skills. Additionally, it can reveal their critical thinking capabilities and how well they work under pressure. 
The candidate's response should emphasize:
Ability to prioritize and organize
Problem-solving skills
Effective use of time
A response to this question may look like this:
 
Example: 
""I try to maximize my time at work by planning out as much as possible. I make a list of the things I can take care of right away and prioritize those because I know others depend on me doing a good job. Additionally, I use a GPS to find the best routes when driving so I spend as little time as possible stuck in traffic. 
Depending on my tasks for the day, I try to complete my off-set errands early so all props and supplies are ready for the day. Additionally, I like to be available and present in case I am needed to help with extras. Each day is different, but I don't leave until my assignment for the day has been completed so I understand my schedule has to be flexible."""
Production Manager,https://www.indeed.com/hire/interview-questions/production-manager?hl=en&co=IN,A key part of a production manager’s job is creating and negotiating budgets with the people who hold the purse strings. What process do you use to determine the necessary budget for a particular job?,"Candidates should be able to identify their process for assessing the expected costs of a certain production as well as outline some of their negotiation strategies and the technological tools they use during the job. A strong answer will also reveal their capacity to solve problems while staying within budgetary limitations that may be less than ideal. What to look for in an answer:
Experience managing a budget and general financial management abilities
Strong negotiation and communication skills
Flexibility and capacity to solve problems within budgetary constraints
 
Example: 
“When I’m building a budget, I look at what similar undertakings have cost in the past and communicate with various team members to see what they’ll need in order to do their jobs effectively. I’ll present my evidence to the higher-ups and try to keep them from lowering the budget too extensively.”"
Production Manager,https://www.indeed.com/hire/interview-questions/production-manager?hl=en&co=IN,How do you handle deadlines when you are managing a production?,"Proper time management skills are crucial for a production manager to be effective. A candidate should be able to provide anecdotes or strategies which demonstrate their ability to set and meet realistic goals for their team. Even the best planned productions will inevitably meet unexpected challenges, so they might provide examples of a time when they struggled to meet a deadline and how they learned from this experience in order to improve their work going forward. What to look for in an answer:
Examples of good time management skills
Realistic expectations for planning a production timeline
Evidence of learning and growing from past challenges
 
Example: 
“Communication is key here. I stay up-to-date with all stakeholders and reference their estimates against past experiences. It’s also good to give yourself some wiggle room in case things don’t go as planned, something I can definitely attest to given some deadline issues in the past.”"
Production Manager,https://www.indeed.com/hire/interview-questions/production-manager?hl=en&co=IN,How do you go about cutting costs in a production you’re managing?,"Keeping costs down is an important part of managing any kind of production. Learning your candidate’s preferred strategies for solving this problem will provide insight into their general management style and how they’ll operate on a day-to-day basis. Production managers must respond to the demands of all stakeholders while still finishing on time and within an allocated budget. When unexpected challenges drive up costs, a good production manager can draw from previous experience to offer creative solutions.
Good business sense and a practical approach to management
Creative and innovative problem-solving
Attention to detail to reduce errors which may cost time or money
 
Example: 
“Some of the traditional standards like streamlining production still apply, of course. However, one of the best cost-cutting techniques I’ve used is to increase production by providing incentives to workers who perform well. This might cost more in the short term, but saving time often leads to saving money in the long term.”"
Production Manager,https://www.indeed.com/hire/interview-questions/production-manager?hl=en&co=IN,How would you handle a dispute between personnel?,"While managers are primarily in charge of overseeing production operations, those productions are inevitably made up of lots of people and occasional interpersonal conflict is to be expected. When this happens, a manager should be ready to step in and diffuse the situation by showing strong leadership and offering concrete solutions. In their role as a staff supervisor, a production manager needs to have the capacity to smooth things over with effective leadership and decisions that will keep staff motivated to get things back on track.
Conflict resolution skills
Sympathetic and patient disposition
Strong communication and decision-making skills
 
Example: 
“When two employees have a problem, it’s my responsibility as the manager to step in. I’d want both parties to identify the cause of their dispute to try and find a solution. While I wouldn’t like to resort to it, disciplinary action could be necessary depending on the nature of the disagreement.”"
Production Manager,https://www.indeed.com/hire/interview-questions/production-manager?hl=en&co=IN,How do you intend to ensure quality in all areas of production?,"A production manager is responsible for maintaining the quality of the items produced by your company. They should have a clear idea as to how they’ll ensure this consistent quality standard across the various parts of a production, and the strongest candidates will offer ideas for how your company’s production process and quality standard can be improved going forward. 
Clear vision for their role as manager
Ideas for improving production
Hands-on experience in different areas of production
 
Example: 
“I think the biggest asset for any manager is experience. That’s why I’ve gone to each area of production to make sure I understand how things are done firsthand. Using that knowledge, I plan to tweak our production processes to run more efficiently while still keeping the individual employees happy.”"
Production Manager,https://www.indeed.com/hire/interview-questions/production-manager?hl=en&co=IN,The production manager is responsible for creating the large-scale production schedule and ensuring that each department has appropriate staffing to accomplish goals on time. How do you plan ahead of time to produce the most efficient schedule possible?,Example:
Production Supervisor,https://www.indeed.com/hire/interview-questions/production-supervisor?hl=en&co=IN,Can you tell me about your experience working in a manufacturing environment?,"Asking this question in an interview makes sure that your production supervisor candidate understands the manufacturing side of the job. When you ask this question, you can get them to tell you about any machinery, equipment and processes they are aware of. This helps you to find out if the candidate has the knowledge they need to properly supervise production and train new employees. What to look for in an answer:
Familiarity with production equipment
Experience with manufacturing
Ability to do more than just supervise others
 
Example: 
“In the past, I’ve worked as a production assistant, so I know how to operate manufacturing equipment and finish products.”"
Production Supervisor,https://www.indeed.com/hire/interview-questions/production-supervisor?hl=en&co=IN,"What sorts of production and time management software have you used before, and what did you think of them?","This question tells you about the technical skills that the candidate has. Asking them to tell you a little about what they thought of the product instead of just having them list software names lets you assess how proficient the applicant actually is. If their answer indicates that they like the applications your company already uses, they are more likely to be a good fit for the position. What to look for in an answer:
Ability to learn multiple software types
Willingness to use technology
Knowledge of what software is helpful at your workplace
 
Example: 
“I’ve used both Google Apps and various products in the Microsoft Suite. I particularly enjoyed the ability to manage employee schedules with Microsoft StaffHub.”"
Production Supervisor,https://www.indeed.com/hire/interview-questions/production-supervisor?hl=en&co=IN,Can you tell me a little about what HACCP is and how to apply it in the workplace?,"Not every position will need to include this question, but if you are looking for someone to supervise production in the food industry, it is essential. Asking about hazard analysis and critical control points lets you see whether or not the candidate is aware of regulations for keeping consumables safe. Discussing methods to apply the HACCP system lets you learn a little about how the supervisor would function at work. What to look for in an answer:
Extensive knowledge of HACCP principles
Recognition of the importance of keeping food safe
Ability to uphold HACCP with workplace policies
 
Example: 
“HACCP is essential in making sure we produce safe food. It involves identifying control points and keeping food safe from contamination at these points.”"
Production Supervisor,https://www.indeed.com/hire/interview-questions/production-supervisor?hl=en&co=IN,What would you do if you notice an employee is consistently underperforming at their production job?,"During the interview, you need to use this question to learn a little about the candidate’s supervisory skills. It is helpful because it shows you how the person would supervise in a challenging situation. This question helps you discover their general style and see if it will complement your company’s goals. It also allows you to learn whether the candidate values building employee relationships or meeting production goals. What to look for in an answer:
Desire to boost employee performance
Ability to tactfully give negative feedback
Focus on solving the problem, not punishing the employee
 
Example: 
“I would solve the issue by identifying problems, giving the employee clear objectives, offering solutions for meeting these targets and providing incentives for better performance.”"
Production Supervisor,https://www.indeed.com/hire/interview-questions/production-supervisor?hl=en&co=IN,How would you solve a dispute between two employees that is negatively impacting the workplace?,"This question is an important test of a person’s ability to supervise. As a production supervisor, they will need to have the diplomacy to navigate a lot of workplace politics and deal with strong personalities. How they reply to this question can tell you whether they have the firmness and confidence needed to lead a team of employees. Their response also gives insight into their ability to solve problems. What to look for in an answer:
Interest in following company policies for conflicts
Desire to improve workplace environment
Firmness and no-nonsense attitude
 
Example: 
“I’d talk to both sides separately and give them a chance to resolve the conflict themselves. If that didn’t work, I’d step in to maintain order on the production line.”"
Production Supervisor,https://www.indeed.com/hire/interview-questions/production-supervisor?hl=en&co=IN,An employee is not using the necessary protection equipment. How do you handle it?,"Production supervisors oversee employees on a production floor in addition to equipment and work processes, so being able to maintain compliance with relevant safety laws, regulations and policies is an essential skill. An employer can use this question to identify candidates with the experience and skills to maintain a safe working environment. An ideal production supervisor candidate will articulate a good strategy to fix safety issues. 
A candidate's answer should emphasize: 
Awareness of the need to comply with safety rules
Ability to connect with a worker even during a difficult situation
Leadership, problem-solving and communication skills
An example answer to this question can look like this: 
 
Example: 
""I would immediately schedule a meeting with the employee. There, I would explain the necessity for using protection equipment and complying with all safety laws, policies and regulations. I would use my communication skills to motivate the worker and ensure compliance with safety requirements in the future. After the meeting, I would monitor the worker and take further action if necessary to maintain a safe workplace."""
Production Worker,https://www.indeed.com/hire/interview-questions/production-worker?hl=en&co=IN,Do you have any past work experience as a production worker where you had to meet challenging physical demands?,"Production workers typically fulfill roles in busy manufacturing and industrial environments that require sustained attention to detail and demanding physical tasks. Workers must be able to meet all of these tasks that are outlined in the job description. Successful performance as a production worker in a previous job as well as a willingness to use resources to prevent injury are positive signs for employers.
What to look for in an answer:
Ability to perform current role
Awareness and willingness to use tools that prevent injury
Willingness to seek help
 
Example: 
“At my previous job we were required to use safety harnesses and push carts when loads exceeded 50 pounds. We always worked in pairs.”"
Production Worker,https://www.indeed.com/hire/interview-questions/production-worker?hl=en&co=IN,“Describe your past safety training and safety certifications: How would you go about correcting a safety concern in the plant?”,"Lost time due to on-site work injuries are both costly and stressful for employers. Most lost time injuries can be prevented through proper safety training and the production worker’s willingness to follow established rules and seek help with particularly demanding tasks. This question reveals an applicant’s overall attitude to promote a safety culture and their willingness to proactively improve plant safety and help prevent injuries.
What to look for in an answer:
Evidence of past safety training
Ability to follow established rules
Willingness to be proactive and fix problems
 
Example: 
“In my previous workplace, I had safety certification and trained others in safety practices. If a safety concern arose, we reported all safety concerns directly to the plant supervisor and discussed any relevant safety issues at the monthly safety meeting.”"
Production Worker,https://www.indeed.com/hire/interview-questions/production-worker?hl=en&co=IN,Imagine that you repeatedly discover a coworker in the break room during their shift. What would you do?,"Production worker jobs are often comprised of workers with little formal education who must perform physically demanding jobs. Worker motivation can sometimes be low, and it is not uncommon for established workers to try to avoid their regular responsibilities. This question reveals an applicant’s understanding of workplace responsibilities as well as their overall willingness to speak up to coworkers and handle workplace conflict.
What to look for in an answer:
Recognition that the coworker’s actions are not following company policies
Proposed method for resolving the conflict
Willingness to report the coworker’s behavior
 
Example: 
“I would ask my coworker to return to the floor and that if they don’t, I will have to report their absence to the supervisor.”"
Production Worker,https://www.indeed.com/hire/interview-questions/production-worker?hl=en&co=IN,What is your experience in working with machinery in industrial operations?,"Production workers fulfill a wide range of responsibilities, from sorting and packaging to running industrial operations. While many skills can be learned on the job, a strong mechanical aptitude and natural love of manual work are desirable traits for most employers looking to fill production worker positions. Candidates with these kinds of traits are more likely to take initiative and find satisfaction in their position.
What to look for in an answer:
Past experience in job-related tasks
Natural interest in skills needed for the job
Willingness to learn new skills
 
Example: 
“I spent two years at my last place of employment working the frozen meal line. In a few instances, I was able to fix a simple problem with the machinery and continuing working.”"
Production Worker,https://www.indeed.com/hire/interview-questions/production-worker?hl=en&co=IN,Do you have any experience with Enterprise Resource Planning (ERP) software.,"Enterprise Resource Planning (ERP) software is frequently used in production environments to keep track of inventory and production operations. Production workers must be able to use ERP software to document their work and flag errors in work instructions. Past experience with ERP software demonstrates a basic level of computer literacy that is necessary for performing at a high level in a plant.
What to look for in an answer:
Level of technical expertise
Range of experience with different software and tasks
Attention to detail
 
Example: 
“I am familiar with SAP and Oracle and have used them to confirm operations and perform transactions to keep track of inventory and production operations.”"
Production Worker,https://www.indeed.com/hire/interview-questions/production-worker?hl=en&co=IN,What would you do if you noticed that a high volume of the parts you needed to assemble a product had defects?,"As a direct part of the manufacturing chain, production workers have the opportunity to spot and address quality control issues before they reach the consumer. Strong production worker candidates should take the initiative to communicate with their team about weak spots in the supply chain so they can help prevent costly recalls. This question helps interviewers identify candidates who are proactive about potential manufacturing issues and understand the different circumstances that could lead to poor quality control. 
Look for these qualities in a candidate's answer:
Attention to detail
Solution-oriented mindset
Teamwork
Here is one possible response:
 
Example: 
""I understand that not all parts will be perfect, which is why I make sure to to a visual inspection before I start assembly. If I started seeing more issues than usual, I would document the defects to confirm the problem. I'd then have a conversation with the quality assurance inspector or my supervisor. Depending on if the parts were outsourced or produced in-house, I'd help brainstorm ways we could achieve better production quality and eliminate waste from defective parts."""
Program Analyst,https://www.indeed.com/hire/interview-questions/program-analyst?hl=en&co=IN,What steps did you follow in evaluating new software for the accounting department?,"You want a program analyst that stays abreast with the latest financial software and ensures that it is compliant with standards. The candidate should have experience reviewing and testing new software applications for various departments and evaluating security requirements for protecting confidential information.What to look for in an answer:
Experience evaluating financial software
Ability to ensure the recommended software meets the department’s requirements
Understanding of how to stay within the company’s budgetary constraints
 
Example: 
“I tested the software and measured it against the accounting department’s needs. I evaluated key features of the software and determined if the upgrade was necessary and would improve daily tasks. I compared the cost of the implementation to the company’s budgetary constraints and prevented nonessential spending.”"
Program Analyst,https://www.indeed.com/hire/interview-questions/program-analyst?hl=en&co=IN,How did you manage miscommunications due to existing telephony systems?,"Someone who has experience managing internet-based telephony systems knows when to upgrade the software and equipment. The candidate determines if the existing systems require repairs or if it is more feasible to purchase and integrate a new system into the network. Faulty cables and inferior telephony designs are common causes of miscommunications. You want a candidate who knows how the systems operate and how to remedy the situation. What to look for in an answer:
Experience troubleshooting VoIP telephony systems
Confidence in their knowledge of VoIP systems
Familiarity with feasibility studies for new implementations
 
Example: 
“I tracked the origin of the VoIP-related issue and determined if the issue was repairable. Outdated and inferior designs were replaced with cost-effective VoIP telephony systems. I tested the new products and evaluated the cost before recommending them to my previous employer.”"
Program Analyst,https://www.indeed.com/hire/interview-questions/program-analyst?hl=en&co=IN,Program analyst manage software licenses and purchase new licenses as needed from the developer. How did you manage software upgrades and licensing requirements?,"You want a program analyst who monitors your company’s software proactively and performs upgrades as they are available. Someone who has experience as a program analyst understands potential risks if upgrades and patches aren’t installed regularly. What to look for in an answer:
Examples of upgrading and patching software
Ability to manage software licensing proactively
Experience scheduling regular maintenance for company software
 
Example: 
“I completed software maintenance protocol when upgrades and patches became available for the company’s software. I monitored existing software licenses and purchased a new license as required when upgrading applications and operating systems.”"
Program Analyst,https://www.indeed.com/hire/interview-questions/program-analyst?hl=en&co=IN,What experience do you have that qualifies you for a position as a program analyst?,"You want a candidate who has formal training as a program analyst or in a related field. The candidate should possess at least five years in the field and have experience evaluating and integrating software into commercial infrastructures. The purpose of the question is to establish that the candidate meets the preliminary requirements for the position. If they have a master’s degree or at least three years of experience, they would have advanced training and would make an invaluable asset to your company. What to look for in an answer:
Experience as a program analyst
At least a bachelor’s degree in IT or related field
Formal training for analyzing software and programming
 
Example: 
“I have a Bachelor of Science in Information Technology, seven years of experience as a computer programmer and four years of experience as a computer systems analyst.”"
Program Analyst,https://www.indeed.com/hire/interview-questions/program-analyst?hl=en&co=IN,"As program analyst, how did you establish the feasibility of an upcoming design or project?","Someone who has experience as a program analyst knows how to conduct a feasibility study for any project. Their findings determine if your company should continue with the project or if it isn’t achievable or will lead to unnecessary spending. The purpose of the question is to establish that the analyst won’t recommend new projects if they are detrimental to your company. What to look for in an answer:
Experience completing a feasibility study
Confidence in oneself
High level decision-making process
 
Example: 
“I evaluated each milestone for the project and its full requirements. I compared the cost of the project to the client’s budgetary constraints. Next, I evaluated the time needed to complete the project. I concluded that the project was feasible if the project was in line with the budget, achievable by the deadline and the company had the resources to complete it.”"
Program Analyst,https://www.indeed.com/hire/interview-questions/program-analyst?hl=en&co=IN,"In your opinion, how important is it for a program analyst to have strong people and project management skills?","Program analysts combine the duties of computer programmers and system analysts. Along with planning, designing and developing software programs and computer systems, they also test, update, and restore them. By asking this question, you can determine if a candidate has the necessary interpersonal and management skills to get things done and thrive in the workplace. A qualified program analyst should be familiar with current technological trends and is often responsible for planning, implementing and optimizing operations and getting the work done as required and on schedule.
The candidate's answer should emphasize:
Knowledge of IT systems
Planning abilities
Interpersonal skills
A sample response would be something like this:
 
Example: 
""From my personal experience, it is very important for program analysts to have strong people and project management skills. My work involves developing computer programs, and that requires in-depth planning. I have to research the program's feasibility and requirements, write the code, test its functionality, repair errors, and create user documentation. For this, I have to gather information from customers and beta testers and correspond with people from other departments. Being able to communicate well with everyone makes the task easier."""
Program Assistant,https://www.indeed.com/hire/interview-questions/program-assistant?hl=en&co=IN,What’s your experience with using event planning and project management software?,"Your program assistant will be shouldering the majority of the detailed work involved in planning and executing a project. This may include scheduling tasks, facilitating communication, and making important calls. As such, it’s important that your candidate has excellent time management skills and is able to fulfill the different needs of various team members. Familiarity with planning software can help to minimize mistakes and improve efficiency. What to look for in an answer:
Names the software that he or she is familiar with
Capable of handling detailed work
Enjoys a fast-paced work environment
 
Example: 
“My go-to project management software is Monday.com because I’m able to add my team’s contact information into the system so that everyone is able to see updates in real time.”"
